id,country,category,label,band_lower_percent,band_upper_percent,start_date,end_date,length_days,battery_bufferable_days,critical_days,min_renewable_share_percent,avg_renewable_share_percent,avg_load_gw,avg_residual_load_gw,peak_residual_load_gw,residual_energy_gwh
DE-A-2023-01,de,A,A9,0.0,40.0,2023-01-20,2023-01-28,9,1,8,19.4,25.64,57.88,50.43,64.83,10893.0
DE-A-2023-02,de,A,A5,0.0,40.0,2023-02-04,2023-02-08,5,1,4,23.1,33.44,56.23,44.41,63.39,5328.6
DE-A-2023-03,de,A,A4,0.0,40.0,2023-02-12,2023-02-15,4,1,3,23.5,26.73,55.62,47.64,62.87,4573.1
DE-A-2023-04,de,A,A2,0.0,40.0,2023-02-22,2023-02-23,2,1,1,29.3,29.7,57.46,47.25,58.23,2267.8
DE-A-2023-05,de,A,A5,0.0,40.0,2023-02-27,2023-03-03,5,1,4,34.6,35.36,57.99,44.37,59.76,5324.9
DE-A-2023-06,de,A,A2,0.0,40.0,2023-03-08,2023-03-09,2,1,1,29.5,33.05,57.73,45.36,56.3,2177.4
DE-A-2023-07,de,A,A2,0.0,40.0,2023-04-04,2023-04-05,2,1,1,35.0,36.65,55.16,41.88,57.81,2010.3
DE-A-2023-08,de,A,A2,0.0,40.0,2023-06-29,2023-06-30,2,1,1,35.1,36.25,52.44,40.3,49.26,1934.2
DE-A-2023-09,de,A,A4,0.0,40.0,2023-08-21,2023-08-24,4,1,3,38.4,39.05,51.96,38.58,53.23,3703.5
DE-A-2023-10,de,A,A3,0.0,40.0,2023-08-28,2023-08-30,3,1,2,26.0,33.37,51.57,41.2,53.27,2966.3
DE-A-2023-11,de,A,A2,0.0,40.0,2023-09-11,2023-09-12,2,1,1,35.4,37.65,53.49,40.2,54.91,1929.5
DE-A-2023-12,de,A,A2,0.0,40.0,2023-09-26,2023-09-27,2,1,1,36.0,37.2,52.98,40.23,56.92,1930.8
DE-A-2023-13,de,A,A2,0.0,40.0,2023-10-23,2023-10-24,2,1,1,33.5,36.65,56.75,42.51,57.07,2040.7
DE-A-2023-14,de,A,A2,0.0,40.0,2023-10-26,2023-10-27,2,1,1,34.9,35.85,57.43,43.59,55.08,2092.4
DE-A-2023-15,de,A,A4,0.0,40.0,2023-11-30,2023-12-03,4,1,3,17.3,22.45,58.31,53.11,68.15,5098.1
DE-A-2023-16,de,A,A3,0.0,40.0,2023-12-06,2023-12-08,3,1,2,24.4,30.0,63.17,51.8,67.21,3729.5
DE-A-2023-17,de,A,A2,0.0,40.0,2023-12-14,2023-12-15,2,1,1,23.9,31.1,59.31,48.43,62.55,2324.7
