id,country,category,label,band_lower_percent,band_upper_percent,start_date,end_date,length_days,battery_bufferable_days,critical_days,min_renewable_share_percent,avg_renewable_share_percent,avg_load_gw,avg_residual_load_gw,peak_residual_load_gw,residual_energy_gwh
DE-B-2024-19,de,B,B2,40.0,60.0,2024-06-13,2024-06-14,2,1,1,49.9,53.35,52.59,32.02,49.62,1537.0
DE-B-2024-20,de,B,B5,40.0,60.0,2024-06-17,2024-06-21,5,1,4,42.2,44.36,53.02,36.99,50.96,4439.3
DE-B-2024-21,de,B,B5,40.0,60.0,2024-06-23,2024-06-27,5,1,4,47.0,53.64,50.53,30.9,50.5,3708.3
DE-B-2024-22,de,B,B3,40.0,60.0,2024-07-01,2024-07-03,3,1,2,46.6,49.67,53.64,34.55,47.59,2487.3
DE-B-2024-23,de,B,B3,40.0,60.0,2024-07-10,2024-07-12,3,1,2,45.4,49.33,53.59,34.96,50.76,2516.9
DE-B-2024-24,de,B,B2,40.0,60.0,2024-07-18,2024-07-19,2,1,1,46.3,47.2,51.94,35.07,52.08,1683.2
DE-B-2024-25,de,B,B5,40.0,60.0,2024-07-22,2024-07-26,5,1,4,46.5,52.2,51.56,32.22,48.58,3866.3
DE-B-2024-26,de,B,B4,40.0,60.0,2024-07-29,2024-08-01,4,1,3,40.8,48.15,50.12,33.31,49.54,3197.4
DE-B-2024-27,de,B,B4,40.0,60.0,2024-08-05,2024-08-08,4,1,3,42.1,44.42,51.62,35.71,51.17,3428.3
DE-B-2024-28,de,B,B6,40.0,60.0,2024-08-12,2024-08-17,6,1,5,41.3,48.82,51.12,32.82,51.55,4726.5
DE-B-2024-29,de,B,B2,40.0,60.0,2024-08-19,2024-08-20,2,1,1,41.4,46.45,51.1,34.49,51.56,1655.6
DE-B-2024-30,de,B,B5,40.0,60.0,2024-08-26,2024-08-30,5,1,4,40.8,48.6,53.0,33.83,54.39,4059.0
DE-B-2024-31,de,B,B3,40.0,60.0,2024-09-07,2024-09-09,3,1,2,43.9,50.0,47.73,30.59,49.5,2202.4
DE-B-2024-32,de,B,B3,40.0,60.0,2024-09-16,2024-09-18,3,1,2,41.5,50.2,53.73,33.78,47.71,2432.2
DE-B-2024-33,de,B,B4,40.0,60.0,2024-10-01,2024-10-04,4,1,3,41.5,51.52,51.16,32.29,47.58,3100.0
DE-B-2024-34,de,B,B3,40.0,60.0,2024-10-07,2024-10-09,3,1,2,48.9,53.3,54.27,32.77,52.31,2359.4
DE-B-2024-35,de,B,B2,40.0,60.0,2024-10-21,2024-10-22,2,1,1,48.2,50.85,54.87,34.34,52.74,1648.4
DE-B-2024-36,de,B,B3,40.0,60.0,2024-10-26,2024-10-28,3,1,2,41.1,45.6,47.7,32.84,45.09,2397.4
DE-B-2024-37,de,B,B2,40.0,60.0,2024-10-31,2024-11-01,2,1,1,44.1,51.5,51.82,32.1,45.49,1540.8
DE-B-2024-38,de,B,B4,40.0,60.0,2024-11-18,2024-11-21,4,1,3,47.5,52.0,62.86,37.09,56.42,3560.4
DE-B-2024-39,de,B,B2,40.0,60.0,2024-11-26,2024-11-27,2,1,1,51.3,54.4,62.05,35.53,56.03,1705.2
DE-B-2024-40,de,B,B4,40.0,60.0,2024-11-30,2024-12-03,4,1,3,41.4,49.9,57.5,36.21,55.97,3476.0
DE-B-2024-41,de,B,B2,40.0,60.0,2024-12-08,2024-12-09,2,1,1,50.7,54.9,57.77,32.8,41.53,1574.3
