id,country,category,label,band_lower_percent,band_upper_percent,start_date,end_date,length_days,battery_bufferable_days,critical_days,min_renewable_share_percent,avg_renewable_share_percent,avg_load_gw,avg_residual_load_gw,peak_residual_load_gw,residual_energy_gwh
DE-B-2026-01,de,B,B7,40.0,60.0,2026-01-10,2026-01-16,7,1,6,40.4,48.24,62.76,38.93,61.02,6539.7
DE-B-2026-02,de,B,B2,40.0,60.0,2026-01-18,2026-01-19,2,1,1,42.8,45.7,59.76,39.05,56.7,1874.5
DE-B-2026-03,de,B,B5,40.0,60.0,2026-01-21,2026-01-25,5,1,4,44.2,47.86,63.54,39.51,56.53,4740.9
DE-B-2026-04,de,B,B3,40.0,60.0,2026-01-30,2026-02-01,3,1,2,45.7,52.7,60.47,35.37,53.98,2546.9
DE-B-2026-05,de,B,B2,40.0,60.0,2026-02-04,2026-02-05,2,1,1,41.9,46.3,67.78,43.33,57.65,2080.0
DE-B-2026-06,de,B,B4,40.0,60.0,2026-02-10,2026-02-13,4,1,3,41.9,47.4,63.27,40.4,58.39,3878.0
DE-B-2026-07,de,B,B3,40.0,60.0,2026-02-15,2026-02-17,3,1,2,43.5,52.07,60.17,36.29,54.04,2612.6
DE-B-2026-08,de,B,B6,40.0,60.0,2026-03-03,2026-03-08,6,1,5,40.8,47.88,53.11,34.54,59.74,4973.1
DE-B-2026-09,de,B,B3,40.0,60.0,2026-03-19,2026-03-21,3,1,2,41.0,44.63,52.92,35.56,57.07,2560.2
DE-B-2026-10,de,B,B4,40.0,60.0,2026-04-15,2026-04-18,4,1,3,46.4,48.8,51.32,32.73,55.3,3141.6
DE-B-2026-11,de,B,B3,40.0,60.0,2026-05-06,2026-05-08,3,1,2,41.2,49.33,53.72,33.75,53.79,2430.0
DE-B-2026-12,de,B,B2,40.0,60.0,2026-05-18,2026-05-19,2,1,1,53.2,53.95,51.34,29.9,46.93,1435.3
DE-B-2026-13,de,B,B2,40.0,60.0,2026-05-21,2026-05-22,2,1,1,56.6,56.6,51.6,28.67,49.89,1376.0
DE-B-2026-14,de,B,B2,40.0,60.0,2026-05-31,2026-06-01,2,1,1,53.0,56.3,45.52,25.98,51.26,1246.9
DE-B-2026-15,de,B,B2,40.0,60.0,2026-06-10,2026-06-11,2,1,1,57.4,57.65,52.9,28.8,47.86,1382.2
DE-B-2026-16,de,B,B3,40.0,60.0,2026-06-16,2026-06-18,3,1,2,51.7,53.97,52.37,30.2,53.66,2174.7
DE-B-2026-17,de,B,B4,40.0,60.0,2026-06-22,2026-06-25,4,1,3,51.5,54.92,54.11,30.5,54.76,2927.5
DE-B-2026-18,de,B,B3,40.0,60.0,2026-06-29,2026-07-01,3,1,2,44.0,45.93,54.66,35.85,50.92,2581.2
DE-B-2026-19,de,B,B2,40.0,60.0,2026-07-09,2026-07-10,2,1,1,59.7,59.75,53.04,27.38,48.14,1314.2
DE-B-2026-20,de,B,B3,40.0,60.0,2026-07-15,2026-07-17,3,1,2,49.1,52.87,55.33,32.17,52.21,2316.4
DE-B-2026-21,de,B,B2,40.0,60.0,2026-07-31,2026-08-01,2,1,1,48.2,52.2,48.97,29.33,48.57,1407.7
DE-B-2026-22,de,B,B3,40.0,60.0,2026-08-16,2026-08-18,3,1,2,42.3,48.07,47.52,30.8,45.6,2217.8
DE-B-2026-23,de,B,B4,40.0,60.0,2026-09-10,2026-09-13,4,1,3,49.1,52.05,49.2,29.37,54.33,2819.1
